"","Area.Code","Area.Name","Time.period","Value","Decile"
"58957","C88039","Ecclesfield Group Pract",2019,32.00299833,8
"58958","C88040","Oughtibridge Surgery",2019,13.4125219,3
"58959","C88041","Woodseats Medical Centre",2019,15.98627769,4
"58960","C88043","Tramways and Middlewood Medical Centres",2019,18.98912192,5
"58961","C88044","Manchester Road Surgery",2019,6.577984715,1
"58962","C88045","Dykes Hall Medical Centre",2019,19.14819856,5
"58963","C88046","Abbey Lane Surgery",2019,12.56798419,2
"58964","C88047","Wincobank Medical Centre",2019,33.04361586,8
"58965","C88048","Burngreave Surgery",2019,50.67175692,10
"58966","C88049","Elm Lane Surgery",2019,29.50398133,8
"58967","C88050","Jaunty Springs Health Centre",2019,23.92413264,6
"58968","C88051","Page Hall Medical Centre",2019,50.41892953,10
"58969","C88052","Hollies Medical Centre",2019,11.78788074,2
"58970","C88053","Falkland House Surgery",2019,4.517350214,1
"58971","C88054","Grenoside Surgery",2019,27.18481933,7
"58972","C88059","Harold Street Medical Centre",2019,33.5059416,9
"58973","C88060","Sharrow Lane Medical Centre",2019,25.00042424,7
"58974","C88062","Rustlings Road Medical Centre",2019,6.669393112,1
"58975","C88068","Totley Rise Medical Centre",2019,9.353571904,1
"58976","C88069","Clover Group Practice",2019,45.23339646,10
"58977","C88070","Shiregreen Medical Centre",2019,48.04957329,10
"58978","C88072","Woodhouse Medical Centre",2019,32.60610448,8
"58979","C88073","Heeley Green Surgery",2019,31.74003275,8
"58980","C88074","Deepcar Medical Centre",2019,19.53929753,5
"58981","C88076","Devonshire Green Medical Centre",2019,26.95108621,7
"58982","C88077","The Health Care Surgery",2019,51.63746304,10
"58983","C88078","Mosborough Health Centre",2019,16.70636188,4
"58984","C88079","Crookes Practice",2019,10.24399705,2
"58985","C88082","Carrfield Medical Centre",2019,31.52385597,8
"58986","C88083","Selborne Road Medical Centre",2019,6.840188292,1
"58987","C88084","Darnall Health Centre (Mehrotra)",2019,42.25617413,10
"58988","C88085","Richmond Medical Centre",2019,34.10047703,9
"58989","C88086","Southey Green Medical Ctr",2019,55.38406332,10
"58990","C88087","Dovercourt Group Practice",2019,40.34790882,10
"58991","C88088","East Bank Medical Centre",2019,48.52261204,10
"58992","C88090","Manor and Park Group Practice",2019,49.20126437,10
"58993","C88091","Barnsley Road Surgery",2019,49.65269086,10
"58994","C88092","Valley Medical Centre",2019,20.23680056,5
"58995","C88095","Mill Road Surgery",2019,18.99301058,5
"58996","C88096","Hackenthorpe Medical Centre",2019,31.77141695,8
"58997","C88622","Sheffield Medical Centre",2019,42.78753068,10
"58998","C88627","University Health Service Health Centre",2019,16.09620945,4
"58999","C88631","Veritas Health Centre",2019,21.26120765,5
"59000","C88643","Dunninc Road Surgery",2019,45.1532511,10
"59001","C88647","Owlthorpe Medical Centre",2019,20.81304311,5
"59002","C88648","Crystal Peaks Medical Centre",2019,25.42185399,7
"59003","C88652","Greystones Medical Centre",2019,5.682441089,1
"59004","C88655","The Medical Centre Dr Okorie",2019,36.50564611,9
"59005","C88656","Stannington Medical Centre",2019,14.60429011,3
"59006","D81001","Lensfield Medical Practice",2019,12.95336031,3
"59007","D81002","Huntingdon Road Surgery",2019,9.151699718,1
"59008","D81003","York Street Medical Practice",2019,15.71174105,4
"59009","D81004","Alconbury Surgery",2019,8.79679035,1
"59010","D81005","Newnham Walk Surgery",2019,9.085974944,1
"59011","D81008","North Brink Practice",2019,32.01261154,8
"59012","D81010","Priory Fields Surgery",2019,18.36828532,4
"59013","D81011","Clarkson Surgery",2019,32.1938938,8
"59014","D81012","Cornford House Surgery",2019,10.79956621,2
"59015","D81013","Trumpington Street Medical Practice",2019,11.94016662,2
"59016","D81014","Staploe Medical Centre",2019,13.20418781,3
"59017","D81015","Parson Drove Surgery",2019,28.78044319,7
"59018","D81016","Arbury Road Surgery",2019,22.87606859,6
"59019","D81017","Mill Road Surgery",2019,13.5431223,3
"59020","D81018","Orchard Surgery,Melbourn",2019,9.522251732,1
"59021","D81021","St. George's Medical Centre",2019,18.0865615,4
"59022","D81022","Octagon Medical Practice",2019,27.90560613,7
"59023","D81023","Paston Health Centre",2019,29.73597091,8
"59024","D81024","Thomas Walker",2019,29.53996081,8
"59025","D81025","Cherry Hinton Medical Centre",2019,13.61358474,3
"59026","D81026","Boroughbury Medical Centre",2019,29.82231452,8
"59027","D81027","Wellside Surgery",2019,10.58396936,2
"59028","D81028","Firs House Surgery",2019,6.549538691,1
"59029","D81029","Old Fletton Surgery",2019,25.24552315,7
"59030","D81030","Grove Medical Practice",2019,9.074388879,1
"59031","D81031","Yaxley Group Practice",2019,13.45714959,3
"59032","D81032","Eaton Socon Health Centre",2019,12.24243767,2
"59033","D81033","Over Surgery",2019,5.155760009,1
"59034","D81034","St Mary's Surgery",2019,10.49953189,2
"59035","D81035","Comberton Surgery",2019,7.905110721,1
"59036","D81036","Priors Field Surgery",2019,9.597163562,1
"59037","D81037","Bridge Street Medical Centre",2019,12.52337809,2
"59038","D81038","Kimbolton Medical Centre",2019,13.13013753,3
"59039","D81040","Church Street Health Centre",2019,7.016994291,1
"59040","D81041","Bourn Surgery",2019,8.822413158,1
"59041","D81042","Waterbeach Surgery",2019,8.671642182,1
"59042","D81043","Granta Medical Practices",2019,8.247818315,1
"59043","D81044","Nuffield Road Medical Centre",2019,19.66737839,5
"59044","D81045","Buckden Surgery",2019,7.839966062,1
"59045","D81046","New Queen Street Surgery",2019,20.10726498,5
"59046","D81047","Ashwell Surgery",2019,9.589408148,1
"59047","D81049","Spinney Surgery",2019,9.958070513,1
"59048","D81050","The Hicks Group Practice",2019,13.51917217,3
"59049","D81051","Burwell Surgery",2019,9.462073633,1
"59050","D81052","Cornerstone Practice",2019,23.54229157,6
"59051","D81053","Bretton Medical Practice",2019,36.89195637,9
"59052","D81054","Red House Surgery",2019,15.34456588,3
"59053","D81055","Bottisham Medical Practice",2019,10.63842043,2
"59054","D81056","Petersfield Medical Practice",2019,11.68127421,2
"59055","D81057","Lakeside Healthcare St Neots",2019,13.07981623,3
"59056","D81058","Harston Surgery",2019,6.566577267,1
"59057","D81059","Ramsey Health Centre",2019,17.27393588,4
"59058","D81060","Moat House Surgery",2019,14.67992551,3
"59059","D81061","George Clare Surgery",2019,19.60560557,5
"59060","D81062","Haddenham Surgery",2019,11.38481427,2
"59061","D81064","Mercheford House",2019,23.52136064,6
"59062","D81065","Nightingale Medical Centre",2019,35.13482833,9
"59063","D81066","Queen Edith Medical Practice",2019,9.483642463,1
"59064","D81070","Woodlands Surgery",2019,11.71439792,2
"59065","D81073","Westwood Clinic",2019,38.25062019,9
"59066","D81078","Maple Surgery Bar Hill Health Centre",2019,9.543927138,1
"59067","D81081","Great Staughton Surgery",2019,13.66575596,3
"59068","D81082","Almond Road Surgery",2019,13.57601657,3
"59069","D81084","Willingham Medical Practice",2019,8.802244138,1
"59070","D81085","Papworth Surgery",2019,9.422892746,1
"59071","D81086","East Barnwell Health Centre",2019,28.48721627,7
"59072","D81602","Cottenham Surgery",2019,9.74095642,1
"59073","D81603","Riverside Practice",2019,23.48668924,6
"59074","D81606","Riverport Medical Practice",2019,8.789726667,1
"59075","D81607","Swavesey Surgery",2019,6.11706483,1
"59076","D81611","Fenland Group Practice",2019,17.0985937,4
"59077","D81612","Milton Surgery",2019,10.3401695,2
"59078","D81615","Thorpe Road",2019,20.90330459,5
"59079","D81618","Ailsworth Medical Centre",2019,20.68018945,5
"59080","D81622","Trinity Surgery",2019,34.16522098,9
"59081","D81623","Old Exchange Surgery",2019,9.63994734,1
"59082","D81624","Dogsthorpe Medical Centre",2019,39.23146848,9
"59083","D81625","Thistlemoor Medical Centre",2019,34.47053806,9
"59084","D81629","The Willow Tree Surgery",2019,33.07698892,8
"59085","D81630","Hampton Health",2019,16.91150299,4
"59086","D81631","Central Medical Centre",2019,36.09578579,9
"59087","D81633","Acorn Surgery",2019,20.85164236,5
"59088","D81637","Monkfield Medical Practice",2019,7.445437168,1
"59089","D81645","The Grange Medical Centre",2019,24.37159721,6
"59090","D82001","Holt Medical Practice",2019,19.67450367,5
"59091","D82002","Grove Surgery",2019,23.69700919,6
"59092","D82003","Beaches Medical Centre",2019,29.93674509,8
"59093","D82004","Cromer Group Practice",2019,23.80501865,6
"59094","D82005","Sheringham Medical Practice",2019,16.40921085,4
"59095","D82006","Chet Valley Medical Practice",2019,15.32796497,3
"59096","D82007","East Norfolk Medical Practice",2019,44.29383396,10
"59097","D82008","St Stephen's Gate M/Pract",2019,23.27422369,6
"59098","D82009","Stalham Staithe Surgery",2019,24.3712037,6
"59099","D82010","Grimston Medical Centre",2019,22.33570635,6
"59100","D82011","Castle Partnership",2019,24.27075932,6
"59101","D82012","Magdalen Medical Practice",2019,23.27830469,6
"59102","D82013","Old Catton Medical Practice",2019,12.76240754,2
"59103","D82015","Bridge Street Surgery",2019,21.05130734,5
"59104","D82016","Market Surgery",2019,16.01971146,4
"59105","D82017","Trinity & Bowthorpe Medical Practice",2019,24.94865895,7
"59106","D82018","Hellesdon Medical Practice",2019,12.74855332,2
"59107","D82019","The Millwood Partnership",2019,22.70886836,6
"59108","D82020","Orchard Surgery",2019,19.808772,5
"59109","D82022","Lawns Practice",2019,17.07797678,4
"59110","D82023","Roundwell Medical Centre",2019,13.66665079,3
"59111","D82024","Taverham Partnership",2019,9.25388016,1
"59112","D82025","Hoveton & Wroxham Medical Centre",2019,17.15794759,4
"59113","D82026","Lakenham Surgery",2019,27.18583472,7
"59114","D82027","Heacham Group Practice",2019,19.61762526,5
"59115","D82028","Ludham and Stalham Green Surgeries",2019,20.75594618,5
"59116","D82029","Drayton Medical Practice",2019,11.3966066,2
"59117","D82030","Reepham & Aylsham Medical Practice",2019,14.66469948,3
"59118","D82031","Parish Fields Practice",2019,16.94992107,4
"59119","D82032","Brundall Medical Partnership",2019,10.82331119,2
"59120","D82034","Attleborough Surgery",2019,14.28526835,3
"59121","D82035","Upwell Health Centre",2019,29.34180671,8
"59122","D82036","Old Mill and Millgates Medical Practice",2019,10.14865853,2
"59123","D82037","Long Stratton Medical Partnership",2019,13.57444073,3
"59124","D82038","Wells Health Centre",2019,21.9886699,6
"59125","D82039","Mattishall Surgery",2019,15.34352484,3
"59126","D82040","Wensum Valley Medical Practice",2019,37.90681709,9
"59127","D82041","School Lane Surgery",2019,24.12429818,6
"59128","D82042","E Harling & Kenninghall Medical Practice",2019,16.39288536,4
"59129","D82043","Watlington Medical Centre",2019,19.38242357,5
"59130","D82044","Vida Healthcare",2019,24.80760545,6
"59131","D82045","Wymondham Medical Partnership",2019,11.67484921,2
"59132","D82046","Church Hill Surgery",2019,16.82914817,4
"59133","D82047","Oak Street Medical Pract.",2019,28.74565976,7
"59134","D82048","Thorpewood Medical Group",2019,16.82349851,4
"59135","D82049","Litcham Health Centre",2019,20.12759688,5
"59136","D82050","Theatre Royal Surgery",2019,19.69593312,5
"59137","D82051","St James Medical Practice",2019,28.71110387,7
"59138","D82053","Mundesley Medical Centre",2019,23.0560915,6
"59139","D82054","Fakenham Medical Practice",2019,21.34758624,5
"59140","D82056","Elmham Surgery",2019,17.64009887,4
"59141","D82057","Campingland Surgery",2019,25.05400948,7
"59142","D82058","Coastal Villages Practice",2019,21.61681957,6
"59143","D82059","Birchwood Medical Practice",2019,20.70647612,5
"59144","D82060","Bacon Road Medical Centre",2019,25.12660524,7
"59145","D82062","Coltishall Medical Practice",2019,12.9223977,3
"59146","D82063","Watton Medical Practice",2019,22.27589879,6
"59147","D82064","Humbleyard Practice",2019,8.758822523,1
"59148","D82065","Manor Farm Medical Centre",2019,23.93536035,6
"59149","D82066","Paston Surgery",2019,20.75169587,5
"59150","D82067","The Park Surgery",2019,50.31245767,10
"59151","D82068","Howdale Surgery",2019,19.62818706,5
"59152","D82069","Newmarket Road Surgery",2019,13.16016653,3
"59153","D82070","Great Massingham Surgery",2019,23.43090894,6
"59154","D82071","East Norwich Medical Partnership",2019,13.87601443,3
"59155","D82072","Burnham Surgery",2019,23.93276936,6
"59156","D82073","The Lionwood Medical Practice",2019,23.57581538,6
"59157","D82076","Lawson Road Surgery",2019,19.90607804,5
"59158","D82078","Heathgate Medical Practice",2019,8.778640173,1
"59159","D82079","Feltwell Surgery",2019,19.05404912,5
"59160","D82080","Blofield Surgery",2019,10.4477037,2
"59161","D82084","Harleston Medical Practice",2019,16.57042008,4
"59162","D82085","Hingham Surgery",2019,17.94075289,4
"59163","D82087","Prospect Medical Practice",2019,37.79229376,9
"59164","D82088","UEA Medical Centre",2019,16.13500644,4
"59165","D82096","Woodcock Rd Surgery",2019,36.22492276,9
"59166","D82099","Southgates Surgical & Medical Centre",2019,31.21456665,8
"59167","D82100","Shipdham Surgery",2019,16.38119936,4
"59168","D82104","Acle Medical Partnership",2019,16.06657864,4
"59169","D82105","St Clements Surgery",2019,25.05798047,7
"59170","D82106","West Pottergate Med Prac",2019,24.32385482,6
"59171","D82600","Fleggburgh Surgery",2019,20.47537315,5
"59172","D82604","Boughton Surgery",2019,20.90941469,5
"59173","D82618","The Woottons Surgery",2019,11.96837478,2
"59174","D82621","Plowright Medical Centre",2019,22.6075045,6
"59175","D82624","Windmill Surgery",2019,12.6817457,2
"59176","D82628","Aldborough Surgery",2019,20.04194765,5
"59177","D83001","Constable Country Rural Medical Practice",2019,8.491284208,1
"59178","D83002","Alexandra & Crestview Surgeries",2019,40.20340276,10
"59179","D83003","Wickhambrook Surgery",2019,15.38880852,4
"59180","D83004","Felixstowe Road Medical Practice",2019,19.46873291,5
"59181","D83005","Angel Hill Surgery",2019,15.03234104,3
"59182","D83006","Bildeston Health Centre",2019,14.1573938,3
"59183","D83007","Ixworth Surgery",2019,13.07515461,3
"59184","D83008","Burlington Road Surgery",2019,29.0607147,8
"59185","D83009","Beccles Medical Centre",2019,19.16591075,5
"59186","D83010","Longshore Surgeries",2019,24.08155187,6
"59187","D83011","Bridge Road Surgery",2019,21.8636866,6
"59188","D83012","Christmas Maltings and Clements Practice",2019,18.74899536,5
"59189","D83013","The Guildhall and Barrow Surgery",2019,14.19585562,3
"59190","D83014","The Long Melford Practice",2019,14.40958149,3
"59191","D83015","Howard House Surgery",2019,18.08857577,4
"59192","D83016","Victoria Road Surgery",2019,28.98191863,8
"59193","D83017","Needham Market Country Practice",2019,11.7992868,2
"59194","D83018","Market Cross Surgery",2019,18.70366863,5
"59195","D83019","Mendlesham Health Centre",2019,15.42439031,4
"59196","D83020","The Holbrook and Shotley Practice",2019,12.69743384,2
"59197","D83021","Haverhill Family Practice",2019,19.10801596,5
"59198","D83022","Sole Bay H/C",2019,16.57104797,4
"59199","D83023","High Street Surgery",2019,38.09327859,9
"59200","D83024","Ivry Street Medical Practice",2019,20.08862977,5
"59201","D83026","Framlingham Surgery",2019,12.49222579,2
"59202","D83027","Orchard House Surgery",2019,15.24495803,3
"59203","D83028","Leiston Surgery",2019,18.50670326,5
"59204","D83029","The Rookery Medical Centre",2019,15.41350266,4
"59205","D83030","Kirkley Mill Health Centre",2019,43.19209469,10
"59206","D83033","Botesdale Health Centre",2019,15.13495955,3
"59207","D83034","Bungay Medical Centre",2019,20.31696707,5
"59208","D83035","Cutlers Hill Surgery",2019,19.71029177,5
"59209","D83036","Church Farm Surgery",2019,14.14346381,3
"59210","D83037","Hadleigh Boxford Group Practice",2019,11.74758547,2
"59211","D83038","Mount Farm Surgery",2019,10.71004837,2
"59212","D83039","The Chesterfield Drive Practice",2019,27.9126838,7
"59213","D83040","Victoria Surgery",2019,15.24949633,3
"59214","D83041","Debenham Group Practice",2019,12.75647321,2
"59215","D83043","Eye Health Centre",2019,15.70034484,4
"59216","D83044","Stowhealth",2019,14.65065456,3
"59217","D83045","Lakenheath Surgery",2019,16.3740429,4
"59218","D83046","Two Rivers Medical Centre",2019,14.98539953,3
"59219","D83047","Rosedale Surgery",2019,20.33154263,5
"59220","D83048","Grove Medical Centre",2019,16.67966035,4
"59221","D83049","Little St John Street Surgery",2019,10.94520083,2
"59222","D83050","Deben Road Surgery",2019,23.07115663,6
"59223","D83051","The Derby Road Practice",2019,20.7253622,5
"59224","D83053","Saxmundham Health Centre",2019,19.03698577,5
"59225","D83054","The Peninsula Practice",2019,18.27004451,4
"59226","D83055","Woolpit Health Centre",2019,10.37167554,2
"59227","D83056","Hawthorn Drive Surgery",2019,32.30913558,8
"59228","D83057","Framfield House Surgery",2019,10.63452332,2
"59229","D83058","The Norwich Road Surgery",2019,23.61658829,6
"59230","D83059","Barrack Lane Medical Centre",2019,29.18933535,8
"59231","D83060","Hardwicke House Group Practice",2019,17.95758363,4
"59232","D83061","Wickham Market Medical Centre",2019,13.25234973,3
"59233","D83062","Forest Surgery",2019,20.06965171,5
"59234","D83064","Glemsford Surgery",2019,14.2340276,3
"59235","D83067","Oakfield Surgery",2019,13.70993934,3
"59236","D83069","Fressingfield Medical Centre",2019,15.50246772,4
"59237","D83070","Stanton Surgery",2019,14.45307662,3
"59238","D83073","Dr Solway & Dr Mallick Practice",2019,26.29395624,7
"59239","D83074","Orchard Medical Practice",2019,25.49727478,7
"59240","D83075","Siam Surgery",2019,18.72339119,5
"59241","D83076","Clare Guildhall Surgery",2019,14.18012962,3
"59242","D83078","The Reynard Surgery",2019,16.44589472,4
"59243","D83079","Combs Ford Surgery",2019,17.02264599,4
"59244","D83080","Martlesham Surgery",2019,7.349689491,1
"59245","D83081","Haven Health",2019,22.67579047,6
"59246","D83082","Walton Surgery",2019,19.1079518,5
"59247","D83084","The Birches Medical Centre",2019,7.209995884,1
"59248","D83608","andaman Surgery",2019,23.68696583,6
"59249","D83610","Swan Surgery",2019,15.08007415,3
"59250","D83615","The Barham & Claydon Surgery",2019,10.96773208,2
"59882","E81001","Dr I Saleh's Practice",2019,27.27440161,7
"59883","E81002","Greensand Surgery (Ampthill)",2019,8.820136409,1
"59884","E81003","Dr Jl Henderson & Partners",2019,12.33262201,2
"59885","E81004","Salisbury House Surgery",2019,12.78075077,2
"59886","E81005","Bell House Medical Centre",2019,29.25576339,8
"59887","E81006","Stopsley Village Practice",2019,20.17500628,5
"59888","E81007","Harrold Medical Practice",2019,9.600374311,1
"59889","E81008","Wheatfield Surgery",2019,25.14118262,7
"59890","E81009","West Street Surgery",2019,16.84072809,4
"59891","E81010","Dr Whm Matta's Practice",2019,23.56380986,6
"59892","E81012","Greensands (Potton)",2019,9.306090685,1
"59893","E81013","Castle Medical Group Practice",2019,24.0965774,6
"59894","E81014","Priory Gardens Surgery",2019,18.94456614,5
"59895","E81015","Flitwick Surgery",2019,8.767926722,1
"59896","E81016","Lister House Surgery",2019,26.44265624,7
"59897","E81018","Dr Jk Marsden's Practice",2019,21.75322618,6
"59898","E81019","London Road Health Centre",2019,24.82374911,6
"59899","E81021","Queens Park Health Centre",2019,24.54889127,6
"59900","E81022","Larksfield Surgery Medical Partnership",2019,7.127901048,1
"59901","E81023","Cater Street Surgery",2019,19.62226653,5
"59902","E81024","Sharnbrook Surgery",2019,9.668429095,1
"59903","E81025","The Oakley Surgery",2019,24.5151418,6
"59904","E81026","Larkside Practice",2019,20.72096141,5
"59905","E81027","Houghton Regis Medical Centre",2019,24.57358347,6
"59906","E81028","Dr R Khanchandani's Practice",2019,28.02163708,7
"59907","E81029","Putnoe Medical Centre Partnership",2019,18.5524979,5
"59908","E81030","Cauldwell Medical Centre",2019,27.33442108,7
"59909","E81031","Great Barford Surgery",2019,12.65696201,2
"59910","E81032","Lea Vale Medical Practice",2019,28.59730162,7
"59911","E81033","Shefford Health Centre",2019,9.32999917,1
"59912","E81034","Toddington Medical Centre",2019,9.945718272,1
"59913","E81035","Sandy Health Centre",2019,13.67238565,3
"59914","E81036","Ivel Medical Centre",2019,12.48628528,2
"59915","E81037","The De Parys Group",2019,18.43860698,5
"59916","E81038","King Street Surgery",2019,18.19487175,4
"59917","E81040","Sundon Medical Centre",2019,18.4843648,5
"59918","E81041","Gardenia Practice",2019,28.96909459,8
"59919","E81043","Cranfield Surgery",2019,9.551476988,1
"59920","E81044","Leighton Road Surgery",2019,11.40342002,2
"59921","E81045","Kingsbury Court Surgery",2019,17.23188452,4
"59922","E81046","Dr Hughes & Partners",2019,9.529384856,1
"59923","E81047","Goldington Avenue Surgery",2019,16.58589795,4
"59924","E81048","Bute House Medical Centre",2019,29.23431649,8
"59925","E81049","Priory Medical Centre",2019,14.86240956,3
"59926","E81050","Asplands Medical Centre",2019,9.799614942,1
"59927","E81052","Kirby Road Surgery",2019,16.49211946,4
"59928","E81054","Sundon Park Health Centre",2019,23.66885534,6
"59929","E81056","St. John's Street Surgery",2019,19.2524583,5
"59930","E81057","Saffron Health Partnership",2019,11.73513578,2
"59931","E81059","Shannon Court Surgery",2019,13.04435698,3
"59932","E81060","Linden Road Surgery",2019,25.74445074,7
"59933","E81061","Dr Collins and Carragher",2019,6.271045526,1
"59934","E81063","Dr K Prasad's Practice",2019,28.82739721,7
"59935","E81064","Phoenix Primary Care (South) Ltd",2019,18.43041195,4
"59936","E81065","Dr Sa Subramony'S Practice",2019,30.49586105,8
"59937","E81069","Caddington Surgery",2019,15.59390146,4
"59938","E81073","The Medici Medical Practice",2019,29.19871172,8
"59939","E81074","Houghton Close Surgery",2019,8.548080638,1
"59940","E81076","Dr Dv Shah's Practice",2019,27.76415013,7
"59941","E81077","Oliver Street Surgery",2019,9.981631827,1
"59942","E81611","Rothsay Surgery",2019,17.87297198,4
"59943","E81612","Drs Mirza Sukhani & Partners",2019,29.18818441,8
"59944","E81615","Ashburnham Road Surgery",2019,31.6635443,8
"59945","E81617","Dr Ps Bath's Practice",2019,20.59954314,5
"59946","E81631","Malzeard Road Practice",2019,30.5333657,8
"59947","E81632","Barton Hills Medical Group",2019,16.76972477,4
"59948","E81633","Neville Road Surgery",2019,21.03787568,5
"59949","E81635","Eastgate Surgery",2019,16.02624183,4
"59950","E82001","Rothschild House Surgery",2019,8.361942609,1
"59951","E82002","Wrafton House Surgery",2019,17.57882363,4
"59952","E82004","Hatfield Road Surgery",2019,10.68523116,2
"59953","E82005","Stanmore Medical Group",2019,18.1699272,4
"59954","E82006","The Limes Surgery",2019,14.14144826,3
"59955","E82007","Hanscombe House Surgery",2019,8.691291777,1
"59956","E82008","The Nevells Road Surgery",2019,17.47333678,4
"59957","E82009","Lincoln House Surgery",2019,13.90959149,3
"59958","E82012","Fairbrook Medical Centre",2019,19.63567964,5
"59959","E82013","Bridgewater Surgeries",2019,15.58792188,4
"59960","E82014","Lodge,Highfield & Redbourn",2019,10.70507744,2
"59961","E82015","Suthergrey House Medical Centre",2019,14.69736009,3
"59962","E82017","Garston Medical Centre",2019,14.67381732,3
"59963","E82018","Lister House Surgery",2019,16.99001504,4
"59964","E82019","Bridge Cottage Surgery",2019,7.61565781,1
"59965","E82020","Consulting Rooms",2019,20.5624948,5
"59966","E82021","Much Hadham Health Centre",2019,10.45431866,2
"59967","E82022","Fernville Surgery",2019,17.67966676,4
"59968","E82023","Burvill House Surgery",2019,17.33990389,4
"59969","E82024","Wallace House",2019,9.848719284,1
"59970","E82027","Parkfield Medical Centre",2019,11.62611347,2
"59971","E82028","Berkhamsted Group Practice",2019,5.601363401,1
"59972","E82031","Maltings Surgery",2019,9.700711897,1
"59973","E82032","Bennetts End Surgery",2019,16.80419006,4
"59974","E82034","Tudor Surgery",2019,12.19352546,2
"59975","E82035","Knebworth & Marymead Practice",2019,13.25038238,3
"59976","E82037","Village Surgery",2019,5.902666077,1
"59977","E82038","Puckeridge & Standon Surgery",2019,8.605999773,1
"59978","E82040","Peartree Lane Surgery",2019,16.82187228,4
"59979","E82041","The Garden City Practice",2019,12.39480888,2
"59980","E82042","Abbey Road Surgery",2019,26.98790083,7
"59981","E82043","Schopwick Surgery",2019,12.18447018,2
"59982","E82044","The Portmill Surgery",2019,9.644002125,1
"59983","E82045","Watford Health Centre",2019,18.58895604,5
"59984","E82046","Vine House Health Centre",2019,12.09779339,2
"59985","E82048","Theobald Medical Centre",2019,19.9299506,5
"59986","E82049","Baldwins Lane Surgery",2019,5.286608457,1
"59987","E82050","Grove Hill Medical Centre",2019,22.19039637,6
"59988","E82051","Everest House Surgery",2019,18.37633046,4
"59989","E82053","Bancroft Medical Centre",2019,11.08865154,2
"59990","E82055","Midway Surgery",2019,7.932036116,1
"59991","E82056","Shephall Health Centre",2019,20.17171609,5
"59992","E82057","Ware Road Surgery",2019,7.653588611,1
"59993","E82058","Potterells Medical Centre",2019,14.08691658,3
"59994","E82059","Grange Street Surgery",2019,8.67897658,1
"59995","E82060","Parkbury House Surgery",2019,8.322824764,1
"59996","E82061","Amwell Surgery",2019,15.66263927,4
"59997","E82062","Hall Grove Group Practice",2019,14.23183593,3
"59998","E82063","The Maples",2019,19.82327564,5
"59999","E82064","Chorleywood Health Centre",2019,4.444442535,1
"60000","E82066","Haverfield Surgery",2019,9.724276872,1
"60001","E82067","Church Street Partnership",2019,6.33586917,1
"60002","E82068","Gade Surgery",2019,7.72322657,1
"60003","E82069","The Elms Surgery",2019,12.43233075,2
"60004","E82070","Woodhall Farm Medical Ctr",2019,16.83963075,4
"60005","E82071","Elms Medical Practice",2019,5.704364177,1
"60006","E82072","The Health Centre Practice",2019,8.120933733,1
"60007","E82073","Manor View Practice",2019,12.37525222,2
"60008","E82074","South Street Surgery",2019,6.553018034,1
"60009","E82075","Regal Chambers Surgery",2019,10.76476766,2
"60010","E82077","Davenport House Surgery",2019,4.806825454,1
"60011","E82078","Highview Medical Centre",2019,14.1380568,3
"60012","E82079","Cromwell Medical Centre",2019,21.10991222,5
"60013","E82081","Cuffley and Goffs Oak Medical Practice",2019,9.081096348,1
"60014","E82082","Birchwood Surgery",2019,17.47758368,4
"60015","E82083","The Colne Practice",2019,8.819764404,1
"60016","E82084","Harvey Group Practice",2019,8.160666349,1
"60017","E82085","The Red House Group",2019,9.656494964,1
"60018","E82086","King George Surgery",2019,18.53464297,5
"60019","E82088","Hailey View Surgery",2019,13.44875103,3
"60020","E82089","Chells Surgery",2019,18.22278622,4
"60021","E82090","Park Lane Surgery",2019,11.02494882,2
"60022","E82091","Parkwood Surgery",2019,13.84859719,3
"60023","E82092","Dolphin House Surgery",2019,8.808593581,1
"60024","E82093","Bedwell Medical Centre",2019,22.23906982,6
"60025","E82094","The Manor Street Surgery",2019,6.174513748,1
"60026","E82096","Sheepcot Medical Centre",2019,12.7921862,2
"60027","E82098","Annandale Medical Centre",2019,10.84860268,2
"60028","E82099","The Baldock Surgery",2019,11.35027453,2
"60029","E82100","Central Surgery",2019,8.898525467,1
"60030","E82102","New River Health",2019,8.66005872,1
"60031","E82104","The Sollershott Surgery",2019,13.45804131,3
"60032","E82105","Abbotswood Medical Centre",2019,13.90238533,3
"60033","E82106","New Road Surgery",2019,4.874098341,1
"60034","E82107","Lattimore & Village Surgery",2019,12.22020659,2
"60035","E82109","Castlegate Surgery",2019,8.733467449,1
"60036","E82111","The Symonds Green Health Centre",2019,19.00386342,5
"60037","E82113","Colney Medical Centre",2019,10.42949403,2
"60038","E82115","Stockwell Lodge Med.Ctr.",2019,17.81658563,4
"60039","E82117","The Grove Medical Centre",2019,19.24014103,5
"60040","E82121","Watton Place Clinic",2019,8.379602457,1
"60041","E82123","Warden Lodge Medical Practice",2019,19.54292969,5
"60042","E82124","Attenborough Surgery",2019,13.95059242,3
"60043","E82126","Orchard Surgery",2019,9.610542467,1
"60044","E82129","Kings Langley Surgery",2019,7.892550529,1
"60045","E82130","The Medical Centre Buntingford",2019,9.179645233,1
"60046","E82131","The New Surgery",2019,8.489215045,1
"60047","E82132","Roysia Surgery",2019,9.799991604,1
"60048","E82133","High Street Surgery",2019,20.62760973,5
"60049","E82603","Cassio Surgery - E82603",2019,17.52029398,4
"60050","E82620","Haileybury College",2019,9.097503138,1
